,,,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Week Start,Week End,Position,Track Name,Artist,Streams,URL
12/17/21,12/24/21,21,Underneath the Tree,Kelly Clarkson,5164398,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
12/17/21,12/24/21,22,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,5157369,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
12/17/21,12/24/21,23,I Hate U,SZA,4975721,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
12/17/21,12/24/21,24,Christmas (Baby Please Come Home),Darlene Love,4918920,https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI
12/17/21,12/24/21,25,Mistletoe,Justin Bieber,4644498,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
12/17/21,12/24/21,26,Run Rudolph Run - Single Version,Chuck Berry,4584191,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
12/17/21,12/24/21,27,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,4575670,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
12/17/21,12/24/21,28,Holly Jolly Christmas,Michael Bublé,4513160,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
12/17/21,12/24/21,29,Knife Talk (with 21 Savage ft. Project Pat),Drake,4399607,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
12/17/21,12/24/21,30,Santa Claus Is Coming To Town,The Jackson 5,4355037,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
12/17/21,12/24/21,31,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,4305211,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
12/17/21,12/24/21,32,Need to Know,Doja Cat,4286668,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
12/17/21,12/24/21,33,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,4212628,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
12/17/21,12/24/21,34,Blue Christmas,Elvis Presley,4212174,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
12/17/21,12/24/21,35,good 4 u,Olivia Rodrigo,4175243,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
12/17/21,12/24/21,36,Jingle Bells - Remastered 1999,Frank Sinatra,3960486,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL
12/17/21,12/24/21,37,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,3944879,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu
12/17/21,12/24/21,38,Snowman,Sia,3889230,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
12/17/21,12/24/21,39,Kiss Me More (feat. SZA),Doja Cat,3827077,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
12/17/21,12/24/21,40,Carol of the Bells,Mykola Dmytrovych Leontovych,3791261,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
12/17/21,12/24/21,41,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,3754751,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
12/17/21,12/24/21,42,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,3682958,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
12/17/21,12/24/21,43,Smokin Out The Window,Bruno Mars,3653651,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
12/17/21,12/24/21,44,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,3640561,https://open.spotify.com/track/299lFlaAsNQdgbIZNPmIA0
12/17/21,12/24/21,45,"Baby, It's Cold Outside",Dean Martin,3635482,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
12/17/21,12/24/21,46,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,3594894,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b
12/17/21,12/24/21,47,Little Saint Nick - 1991 Remix,The Beach Boys,3594474,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
12/17/21,12/24/21,48,Christmas (Baby Please Come Home),Mariah Carey,3576940,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
12/17/21,12/24/21,49,family ties (with Kendrick Lamar),Baby Keem,3528768,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
12/17/21,12/24/21,50,Woman,Doja Cat,3481689,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
12/17/21,12/24/21,51,O Tannenbaum,Vince Guaraldi Trio,3458947,https://open.spotify.com/track/34rzJNfTd5e9s3TICFMPD0
12/17/21,12/24/21,52,Step Into Christmas,Elton John,3448568,https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT
12/17/21,12/24/21,53,Mele Kalikimaka - Single Version,Bing Crosby,3428961,https://open.spotify.com/track/1GQ3cCJMAhLqWARyVZWxnO
12/17/21,12/24/21,54,Happy Holiday / The Holiday Season,Andy Williams,3335512,https://open.spotify.com/track/1Wf14bTyb6UeKojy8ykPYm
12/17/21,12/24/21,55,Dark Red,Steve Lacy,3322122,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
12/17/21,12/24/21,56,Cold Heart - PNAU Remix,Elton John,3304861,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
12/17/21,12/24/21,57,Burn,Juice WRLD,3296415,https://open.spotify.com/track/0QwKxajohg1rAMMmv1AWe1
12/17/21,12/24/21,58,Shivers,Ed Sheeran,3246976,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
12/17/21,12/24/21,59,Already Dead,Juice WRLD,3220102,https://open.spotify.com/track/2quVkyLSVr5wX2QIhnexUt
12/17/21,12/24/21,60,Joy To The World,Nat King Cole,3212664,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu
12/17/21,12/24/21,61,I Love You So,The Walters,3130425,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
12/17/21,12/24/21,62,Way 2 Sexy (with Future & Young Thug),Drake,3123720,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
12/17/21,12/24/21,63,Meet Me At Our Spot,THE ANXIETY,3107291,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
12/17/21,12/24/21,64,Have Yourself A Merry Little Christmas,Judy Garland,3107253,https://open.spotify.com/track/030mot3ZKR3oskfMsqDB2R
12/17/21,12/24/21,65,Happier Than Ever,Billie Eilish,3101609,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
12/17/21,12/24/21,66,Sweater Weather,The Neighbourhood,3087335,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
12/17/21,12/24/21,67,Wandered To LA (with Justin Bieber),Juice WRLD,3081775,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh
12/17/21,12/24/21,68,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,3077910,https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo
12/17/21,12/24/21,69,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,3056142,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
12/17/21,12/24/21,70,I Saw Mommy Kissing Santa Claus,The Jackson 5,3034599,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
12/17/21,12/24/21,71,Rudolph The Red-Nosed Reindeer,Burl Ives,3029476,https://open.spotify.com/track/47otoIkhx3fkdivEXL5OB6
12/17/21,12/24/21,72,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,2982906,https://open.spotify.com/track/2Uiv8YvD3q63FGTUjkYvxT
12/17/21,12/24/21,73,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,2967293,https://open.spotify.com/track/0hvN2v6fAcB6xWyW7UaooA
12/17/21,12/24/21,74,Sky,Playboi Carti,2941248,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
12/17/21,12/24/21,75,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,2929583,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ
12/17/21,12/24/21,76,Mistletoe And Holly - Remastered 1999,Frank Sinatra,2895088,https://open.spotify.com/track/7faDzZnZYqTyYThx2sbHVQ
12/17/21,12/24/21,77,traitor,Olivia Rodrigo,2888835,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
12/17/21,12/24/21,78,RAPSTAR,Polo G,2881081,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
12/17/21,12/24/21,79,Do They Know It's Christmas? - 1984 Version,Band Aid,2877797,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
12/17/21,12/24/21,80,This Christmas,Donny Hathaway,2865484,https://open.spotify.com/track/7MSYSOobsombc1mbDWFxtD
12/17/21,12/24/21,81,Please Come Home for Christmas - 2013 Remaster,Eagles,2847499,https://open.spotify.com/track/3QIoEi8Enr9uHffwInGIsC
12/17/21,12/24/21,82,MONTERO (Call Me By Your Name),Lil Nas X,2833898,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
12/17/21,12/24/21,83,One Right Now (with The Weeknd),Post Malone,2802639,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
12/17/21,12/24/21,84,By Your Side,Rod Wave,2735868,https://open.spotify.com/track/2AaJeBEq3WLcfFW1y8svDf
12/17/21,12/24/21,85,2055,Sleepy Hallow,2676481,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
12/17/21,12/24/21,86,No Role Modelz,J. Cole,2651289,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
12/17/21,12/24/21,87,Merry Christmas Darling - Remix,Carpenters,2634911,https://open.spotify.com/track/0z5HSQGWgnjdNvwbOmhB2w
12/17/21,12/24/21,88,Bad Habits,Ed Sheeran,2631893,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
12/17/21,12/24/21,89,What Christmas Means To Me,Stevie Wonder,2622102,https://open.spotify.com/track/1V0qqWBbIWt8hlAjxTZedR
12/17/21,12/24/21,90,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,2591990,https://open.spotify.com/track/7ACW7VpgoKmfM1sKo15UhX
12/17/21,12/24/21,91,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,2580810,https://open.spotify.com/track/6Tof6kPUc2a17GKaKz4IXz
12/17/21,12/24/21,92,You Right,Doja Cat,2565387,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
12/17/21,12/24/21,93,Linus And Lucy,Vince Guaraldi Trio,2562937,https://open.spotify.com/track/0MmNrhvLcoWjo7AOr0vgka
12/17/21,12/24/21,94,Pepas,Farruko,2527466,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
12/17/21,12/24/21,95,drivers license,Olivia Rodrigo,2518443,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
12/17/21,12/24/21,96,Levitating (feat. DaBaby),Dua Lipa,2503808,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
12/17/21,12/24/21,97,Deck The Halls,Nat King Cole,2481997,https://open.spotify.com/track/0rHToGels2lt8Y0mCYoF90
12/17/21,12/24/21,98,Get Into It (Yuh),Doja Cat,2478106,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
12/17/21,12/24/21,99,thailand,Roddy Ricch,2465034,https://open.spotify.com/track/0qHPxjC83zQYcxe39xSShx
12/17/21,12/24/21,100,THATS WHAT I WANT,Lil Nas X,2455986,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
12/17/21,12/24/21,101,Oh My God,Adele,2455212,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
12/17/21,12/24/21,102,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2429872,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
12/17/21,12/24/21,103,"Merry Christmas, Happy Holidays",*NSYNC,2426035,https://open.spotify.com/track/15coTBAzEN1bOeipoNDZAR
12/17/21,12/24/21,104,Have Yourself A Merry Little Christmas,Sam Smith,2425481,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
12/17/21,12/24/21,105,deja vu,Olivia Rodrigo,2413736,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
12/17/21,12/24/21,106,Merry Christmas,Ed Sheeran,2407178,https://open.spotify.com/track/0aoUM0zcu0kCX7Cv7O939I
12/17/21,12/24/21,107,Girl Of My Dreams (with SUGA of BTS),Juice WRLD,2403627,https://open.spotify.com/track/7DF8lvLdV3htIbuTWpc7lR
12/17/21,12/24/21,108,Rockstar In His Prime,Juice WRLD,2366445,https://open.spotify.com/track/0v36cov6Z6aEV5ZgIlqZMk
12/17/21,12/24/21,109,Bad Man (Smooth Criminal),Polo G,2335286,https://open.spotify.com/track/62l3NSQPUxvcwwzKUmysrE
12/17/21,12/24/21,110,Rudolph The Red-Nosed Reindeer,Dean Martin,2329615,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw
12/17/21,12/24/21,111,Lucid Dreams,Juice WRLD,2323022,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
12/17/21,12/24/21,112,Sleigh Ride,Ella Fitzgerald,2321315,https://open.spotify.com/track/4ukUoXLuFzMixyZyabSGc4
12/17/21,12/24/21,113,My Only Wish (This Year),Britney Spears,2318655,https://open.spotify.com/track/0YWUHZPJVg4iujddsJDwhM
12/17/21,12/24/21,114,Jugaste y Sufrí,Eslabon Armado,2309566,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
12/17/21,12/24/21,115,Wants and Needs (feat. Lil Baby),Drake,2304276,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
12/17/21,12/24/21,116,20 Min,Lil Uzi Vert,2286798,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
12/17/21,12/24/21,117,25 million,Roddy Ricch,2254458,https://open.spotify.com/track/2lUDBd7JrgAMltcp6dcd7D
12/17/21,12/24/21,118,"Santa, Can’t You Hear Me",Kelly Clarkson,2251233,https://open.spotify.com/track/2O3MQ6H3gjrIWDcpeTrikT
12/17/21,12/24/21,119,Fair Trade (with Travis Scott),Drake,2250996,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
12/17/21,12/24/21,120,Praise God,Kanye West,2233022,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
12/17/21,12/24/21,121,Ghost,Justin Bieber,2230059,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
12/17/21,12/24/21,122,Good Days,SZA,2228443,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
12/17/21,12/24/21,123,Alien Blues,Vundabar,2221805,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3
12/17/21,12/24/21,124,All Girls Are The Same,Juice WRLD,2219378,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
12/17/21,12/24/21,125,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2216913,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
12/17/21,12/24/21,126,Cool Yule,Louis Armstrong,2206155,https://open.spotify.com/track/0HYlVsZx8pLI2YoECmUQAd
12/17/21,12/24/21,127,White Christmas,Amy Grant,2200395,https://open.spotify.com/track/370oYn3s5EKu7ziUpMQQTr
12/17/21,12/24/21,128,Silver Bells,Bing Crosby,2183495,https://open.spotify.com/track/7ehhnVu3JUWMaSJzY1zC4k
12/17/21,12/24/21,129,Freaks,Surf Curse,2183466,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
12/17/21,12/24/21,130,Feline (with Polo G & Trippie Redd),Juice WRLD,2173188,https://open.spotify.com/track/5R4Yrc2j4jw1itr4hKcN26
12/17/21,12/24/21,131,Blinding Lights,The Weeknd,2156287,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
12/17/21,12/24/21,132,The Man with the Bag,Kay Starr,2147910,https://open.spotify.com/track/2n1xrggQtAGEV1AgzvooGB
12/17/21,12/24/21,133,Do It To It,ACRAZE,2145898,https://open.spotify.com/track/20on25jryn53hWghthWWW3
12/17/21,12/24/21,134,Driving Home for Christmas - 2019 Remaster,Chris Rea,2096033,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
12/17/21,12/24/21,135,"Mary, Did You Know?",Pentatonix,2063174,https://open.spotify.com/track/4z8sz6E4YyFuEkv5o7IJni
12/17/21,12/24/21,136,love nwantiti (ah ah ah),CKay,2054243,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
12/17/21,12/24/21,137,Miss The Rage (feat. Playboi Carti),Trippie Redd,2049229,https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ
12/17/21,12/24/21,138,Toxic,BoyWithUke,2037158,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
12/17/21,12/24/21,139,Beggin',Måneskin,2031805,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
12/17/21,12/24/21,140,Martin & Gina,Polo G,2019753,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
12/17/21,12/24/21,141,Tell Em,Cochise,2018778,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
12/17/21,12/24/21,142,Leave The Door Open,Bruno Mars,2014709,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
12/17/21,12/24/21,143,I AM WOMAN,Emmy Meli,2013933,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
12/17/21,12/24/21,144,Man in the Mirror,A Boogie Wit da Hoodie,2013282,https://open.spotify.com/track/7uLFOXgLrS90tEYPO1DGXy
12/17/21,12/24/21,145,Buy Dirt,Jordan Davis,1955262,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
12/17/21,12/24/21,146,YKWIM?,Yot Club,1952420,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
12/17/21,12/24/21,147,Space Song,Beach House,1948439,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
12/17/21,12/24/21,148,Pope Is a Rockstar,SALES,1937839,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
12/17/21,12/24/21,149,God Rest Ye Merry Gentlemen,Bing Crosby,1930420,https://open.spotify.com/track/06IdUbnrpRZ0IKI9IlO96I
12/17/21,12/24/21,150,Ain't Shit,Doja Cat,1926315,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
12/17/21,12/24/21,151,moved to miami (feat. Lil Baby),Roddy Ricch,1914416,https://open.spotify.com/track/3rjwafyisDpLdoJ4RecHp6
12/17/21,12/24/21,152,505,Arctic Monkeys,1910191,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
12/17/21,12/24/21,153,Fancy Like,Walker Hayes,1900468,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
12/17/21,12/24/21,154,Winter Wonderland - Remastered,Bing Crosby,1885256,https://open.spotify.com/track/3pdQTWpq09XCBosbTtYIiZ
12/17/21,12/24/21,155,Life Goes On,Oliver Tree,1879817,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
12/17/21,12/24/21,156,Yonaguni,Bad Bunny,1876686,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
12/17/21,12/24/21,157,Frosty the Snowman,The Ronettes,1872487,https://open.spotify.com/track/0OcpVNf7hnJBPbTFMSG7CI
12/17/21,12/24/21,158,Infinity,Jaymes Young,1866063,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
12/17/21,12/24/21,159,See You Again (feat. Kali Uchis),"Tyler, The Creator",1847515,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
12/17/21,12/24/21,160,I'll Be Home for Christmas,Michael Bublé,1845550,https://open.spotify.com/track/0tXPhc8LvM4dPvoRwI66XQ
12/17/21,12/24/21,161,Frosty The Snowman,Ella Fitzgerald,1845195,https://open.spotify.com/track/65irrLqfCMRiO3p87P4C0D
12/17/21,12/24/21,162,Streets,Doja Cat,1842901,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
12/17/21,12/24/21,163,Notion,The Rare Occasions,1841053,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
12/17/21,12/24/21,164,I'll Be Home For Christmas - Single Version,Bing Crosby,1840247,https://open.spotify.com/track/1fjOitI0vZ41P63p1MQLcc
12/17/21,12/24/21,165,Winter Wonderland,Darlene Love,1838483,https://open.spotify.com/track/51KCex2aoD4Ni2cRF5mFWe
12/17/21,12/24/21,166,O Come All Ye Faithful,Nat King Cole,1836243,https://open.spotify.com/track/0H1zX27yxoDrsrQA1hk5Uq
12/17/21,12/24/21,167,Mr. Rager,Kid Cudi,1835205,https://open.spotify.com/track/2ncLdwTd8qzkxiJjlbiOgC
12/17/21,12/24/21,168,favorite crime,Olivia Rodrigo,1828404,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
12/17/21,12/24/21,169,Pursuit Of Happiness (Nightmare),Kid Cudi,1828350,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa
12/17/21,12/24/21,170,You Wouldn't Understand,Juice WRLD,1822274,https://open.spotify.com/track/2W1Aq2c6PUSHBC0golgHLK
12/17/21,12/24/21,171,The Spins,Mac Miller,1821760,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
12/17/21,12/24/21,172,Come & Go (with Marshmello),Juice WRLD,1821302,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
12/17/21,12/24/21,173,Daddy Issues,The Neighbourhood,1816547,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
12/17/21,12/24/21,174,Mr. Brightside,The Killers,1808918,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
12/17/21,12/24/21,175,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,1806838,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
12/17/21,12/24/21,176,My Universe,Coldplay,1800624,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
12/17/21,12/24/21,177,SLOW DANCING IN THE DARK,Joji,1797677,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
12/17/21,12/24/21,178,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1792700,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
12/17/21,12/24/21,179,The First Noël,Andy Williams,1792023,https://open.spotify.com/track/4r87anpJZfl5p6OsBZnrZs
12/17/21,12/24/21,180,Heartbreak Anniversary,Giveon,1787677,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
12/17/21,12/24/21,181,It's Called: Freefall,Rainbow Kitten Surprise,1786118,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl
12/17/21,12/24/21,182,Wasted On You,Morgan Wallen,1782907,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
12/17/21,12/24/21,183,Circles,Post Malone,1780245,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12/17/21,12/24/21,184,DÁKITI,Bad Bunny,1778582,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
12/17/21,12/24/21,185,The Little Drummer Boy - Remastered 2006,Bing Crosby,1778405,https://open.spotify.com/track/4FuRG9hTnc4s4EYb05st0p
12/17/21,12/24/21,186,Shoota (feat. Lil Uzi Vert),Playboi Carti,1769869,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
12/17/21,12/24/21,187,Wishing Well,Juice WRLD,1769779,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
12/17/21,12/24/21,188,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,1753919,https://open.spotify.com/track/7n7VsX3sv66znBwA8b5uhp
12/17/21,12/24/21,189,Robbery,Juice WRLD,1753067,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
12/17/21,12/24/21,190,XO Tour Llif3,Lil Uzi Vert,1751483,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
12/17/21,12/24/21,191,Heather,Conan Gray,1746173,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
12/17/21,12/24/21,192,telepatía,Kali Uchis,1741251,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
12/17/21,12/24/21,193,It's Beginning To Look A Lot Like Christmas,Bing Crosby,1739822,https://open.spotify.com/track/1uh1iaMqBdx4XyrXhssKGD
12/17/21,12/24/21,194,Enchanted,Taylor Swift,1731070,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
12/17/21,12/24/21,195,my ex's best friend (with blackbear),Machine Gun Kelly,1730608,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
12/17/21,12/24/21,196,Money Trees,Kendrick Lamar,1728491,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4
12/17/21,12/24/21,197,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,1723254,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
12/17/21,12/24/21,198,Looking Out for You,Joy Again,1716400,https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv
12/17/21,12/24/21,199,Santa Claus Is Coming to Town,Michael Bublé,1710602,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
12/17/21,12/24/21,200,One More Sleep,Leona Lewis,1707319,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d
